TestNo,Status,Choice1_Type,Choice1_ID,Choice1_Desc,Choice2_Type,Choice2_ID,Choice2_Desc,Choice3_Type,Choice3_ID,Choice3_Desc
8588,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
8589,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
8590,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
8604,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
8605,Found,CROSSMEMBER,10SEATLERE00AC1P,CROSSMEMBER LEFT REAR X,CROSSMEMBER,10SEATLERERDAC1P,CROSSMEMBER LEFT REAR X REDUND,CROSSMEMBER,10SEATRIRE00AC1P,CROSSMEMBER RIGHT REAR X
8641,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
8651,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X,N/A,N/A,N/A
8660,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
8723,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8724,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8725,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8726,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8748,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
8755,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
8781,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X:N,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR:,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X:
8836,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8837,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8838,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8839,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8840,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8841,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8842,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8843,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8844,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8845,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8846,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8847,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8848,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8853,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8854,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8855,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8856,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8857,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8858,Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8877,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
8878,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
8900,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10SILBLE0000AC1P,LEFT FRONT FRAME X,SILL,10SILBRI0000AC1P,RIGHT FRONT FRAME X
8901,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10SILBLE0000AC1P,LEFT FRONT FRAME X,SILL,10SILBRI0000AC1P,RIGHT FRONT FRAME X:NO VALID D
8909,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
8949,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
8982,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
8987,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
8988,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
8993,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X -,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9005,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X:N,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X:
9009,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9010,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9011,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9012,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9029,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9030,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9033,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
9035,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9047,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9048,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
9051,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR ,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9059,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9065,Found,CROSSMEMBER,10SEATLERE00AC1P,CROSSMEMBER LEFT REAR X,CROSSMEMBER,10SEATLERERDAC1P,CROSSMEMBER LEFT REAR X REDUND,CROSSMEMBER,10SEATRIRE00AC1P,CROSSMEMBER RIGHT REAR X
9068,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9069,Found,CROSSMEMBER,10SEATLERE00AC1P,CROSSMEMBER LEFT REAR X,CROSSMEMBER,10SEATLERERDAC1P,CROSSMEMBER LEFT REAR X REDUND,CROSSMEMBER,10SEATRIRE00AC1P,CROSSMEMBER RIGHT REAR X
9070,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9077,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
9078,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9079,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
9080,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
9086,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
9097,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9111,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9114,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9136,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9156,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9157,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9160,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9166,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9248,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9250,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9252,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9295,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9296,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9326,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9332,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9333,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9334,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9335,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9336,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9337,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9350,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9484,Found,CROSSMEMBER,10SEATLERE00AC1P,CROSSMEMBER LEFT REAR X,CROSSMEMBER,10SEATLERERDAC1P,CROSSMEMBER LEFT REAR X REDUND,CROSSMEMBER,10SEATRIRE00AC1P,CROSSMEMBER RIGHT REAR X
9487,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9492,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9493,Found,CROSSMEMBER,10SEATLERE00AC1P,CROSSMEMBER LEFT REAR X,CROSSMEMBER,10SEATLERERDAC1P,CROSSMEMBER LEFT REAR X REDUND,CROSSMEMBER,10SEATRIRE00AC1P,CROSSMEMBER RIGHT REAR X
9494,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9503,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9508,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
9511,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9512,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9552,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9553,Found,CROSSMEMBER,10SEATLERE00AC1P,CROSSMEMBER LEFT REAR X,CROSSMEMBER,10SEATLERERDAC1P,CROSSMEMBER LEFT REAR X REDUND,CROSSMEMBER,10SEATRIRE00AC1P,CROSSMEMBER RIGHT REAR X
9557,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9561,Found,CROSSMEMBER,10SEATLERE00AC1P,CROSSMEMBER LEFT REAR X,CROSSMEMBER,10SEATRIRE00AC1P,CROSSMEMBER RIGHT REAR X,N/A,N/A,N/A
9563,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9566,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9567,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9568,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9569,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9570,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9571,Found,SILL,10DOORLERE00AC1P,V1 LEFT REAR SILL X ACCELERATI,SILL,10DOORLERERDAC1P,V1 LEFT REAR SILL REDUNDANT X ,SILL,10DOORRIRE00AC1P,V1 RIGHT REAR SILL X ACCELERAT
9591,Found,CROSSMEMBER,10SEATLERE00AC1P,CROSSMEMBER LEFT REAR X,CROSSMEMBER,10SEATLERERDAC1P,CROSSMEMBER LEFT REAR X REDUND,CROSSMEMBER,10SEATRIRE00AC1P,CROSSMEMBER RIGHT REAR X; CAL 
9592,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9593,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9649,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9662,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
9696,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9745,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9757,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,LEFT REAR SILL AXR,SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9761,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9762,Found,SILL,10DOORLERE00AC1P,LEFT REAR SILL AX,SILL,10DOORLERERDAC1P,"LEFT REAR SILL AXR, CHANNEL FA",SILL,10DOORRIRE00AC1P,RIGHT REAR SILL AX
9763,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9764,Found,CROSSMEMBER,10SEATLERE00AC1P,CROSSMEMBER LEFT REAR X,CROSSMEMBER,10SEATLERERDAC1P,CROSSMEMBER LEFT REAR X REDUND,CROSSMEMBER,10SEATRIRE00AC1P,CROSSMEMBER RIGHT REAR X
9793,Found,CROSSMEMBER,10SEATLERE00AC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATLERERDAC1P,V1 LEFT REAR SEAT CROSSMEMBER ,CROSSMEMBER,10SEATRIRE00AC1P,V1 RIGHT REAR SEAT CROSSMEMBER
9801,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9808,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9939,Found,SILL,10FORALERE00AC1P,LEFT REAR SEAT CROSSMEMBER X,SILL,10FORALERERDAC1P,LEFT REAR SEAT CROSSMEMBER XR,CROSSMEMBER,10FORARIRE00AC1P,RIGHT REAR SEAT CROSSMEMBER X
9946,Found,CROSSMEMBER,10SEATLERE00AC1P,CROSSMEMBER LEFT REAR X,CROSSMEMBER,10SEATLERERDAC1P,CROSSMEMBER LEFT REAR X REDUND,CROSSMEMBER,10SEATRIRE00AC1P,CROSSMEMBER RIGHT REAR X
